""	"PotRichness"	"Basal_a"	"Basal_b"	"Densi_a"	"Densi_b"	"Quadr_a"	"Quadr_b"	"DHeig_a"	"DHeig_b"	"Cavit_a"	"Cavit_b"	"Shrub_a"	"Shrub_b"	"lambda"	"File"	"Variable"	"Model"
"96"	"7.2"	"2.917942"	"47.90383"	"0"	"1e+07"	"0"	"1e+07"	"30"	"14.51492"	"0.01397572"	"65.02153"	"63.90821"	"53.37815"	"0.1470279"	"./Results/Model Fits/UNNA_tetra_complete_model.txt"	"UNNA"	"tetra_complete"
"97"	"14.4"	"0"	"1e+07"	"869.2889"	"1243.916"	"53.8564"	"55.3881"	"30"	"21.10364"	"0"	"1e+07"	"0"	"1e+07"	"94.9872"	"./Results/Model Fits/CVNA_no_Shrub_Cavit_model.txt"	"CVNA"	"no_Shrub_Cavit"
"98"	"15.2"	"0"	"1e+07"	"8392.145"	"10000"	"1e-05"	"48.73214"	"1e-05"	"21.19306"	"0"	"1e+07"	"0"	"1e+07"	"98.15774"	"./Results/Model Fits/GENA_no_Shrub_Cavit_model.txt"	"GENA"	"no_Shrub_Cavit"
"99"	"8.8"	"0"	"1e+07"	"9164.337"	"10000"	"1.000013e-05"	"25.20219"	"0.0001607581"	"14.37219"	"0"	"1e+07"	"0"	"1e+07"	"37.60758"	"./Results/Model Fits/GRFA_no_Shrub_Cavit_model.txt"	"GRFA"	"no_Shrub_Cavit"
"100"	"7.2"	"0"	"1e+07"	"1e-05"	"671.4854"	"1e-05"	"16.86367"	"0.001918761"	"15.84652"	"0"	"1e+07"	"0"	"1e+07"	"97.60647"	"./Results/Model Fits/GRNA_no_Shrub_Cavit_model.txt"	"GRNA"	"no_Shrub_Cavit"
"101"	"18.06759"	"0"	"1e+07"	"1e-05"	"1611.226"	"22.53197"	"36.06843"	"30"	"23.03555"	"0"	"1e+07"	"0"	"1e+07"	"42.3372"	"./Results/Model Fits/OVFA_no_Shrub_Cavit_model.txt"	"OVFA"	"no_Shrub_Cavit"
"102"	"14.4"	"0"	"1e+07"	"1e-05"	"1104.133"	"0.00150113"	"67.5357"	"30"	"18.10592"	"0"	"1e+07"	"0"	"1e+07"	"99.98626"	"./Results/Model Fits/OVNA_no_Shrub_Cavit_model.txt"	"OVNA"	"no_Shrub_Cavit"
"103"	"18.52371"	"0"	"1e+07"	"557.003"	"1635.522"	"25.43961"	"21.48051"	"30"	"17.09056"	"0"	"1e+07"	"0"	"1e+07"	"98.65546"	"./Results/Model Fits/SPEA_no_Shrub_Cavit_model.txt"	"SPEA"	"no_Shrub_Cavit"
"104"	"32.84509"	"0"	"1e+07"	"1e-05"	"1563.985"	"0.01474086"	"58.46225"	"30"	"20.90783"	"0"	"1e+07"	"0"	"1e+07"	"28.88543"	"./Results/Model Fits/TOTA_no_Shrub_Cavit_model.txt"	"TOTA"	"no_Shrub_Cavit"
"105"	"7.779527"	"0"	"1e+07"	"0.004852999"	"2236.88"	"30.19902"	"19.4837"	"29.99953"	"11.63741"	"0"	"1e+07"	"0"	"1e+07"	"99.79327"	"./Results/Model Fits/TRFA_no_Shrub_Cavit_model.txt"	"TRFA"	"no_Shrub_Cavit"
"106"	"17.99302"	"0"	"1e+07"	"297.9388"	"63.18167"	"19.23311"	"5.744672"	"11.32923"	"1.407702"	"0"	"1e+07"	"0"	"1e+07"	"41.23248"	"./Results/Model Fits/UBIA_no_Shrub_Cavit_model.txt"	"UBIA"	"no_Shrub_Cavit"
"107"	"6.4"	"0"	"1e+07"	"552.6166"	"775.8462"	"1.00008e-05"	"22.86092"	"29.99999"	"16.3199"	"0"	"1e+07"	"0"	"1e+07"	"97.78369"	"./Results/Model Fits/UNFA_no_Shrub_Cavit_model.txt"	"UNFA"	"no_Shrub_Cavit"
"108"	"7.467554"	"0"	"1e+07"	"445.8024"	"823.9918"	"0.02350362"	"25.71195"	"30"	"15.19805"	"0"	"1e+07"	"0"	"1e+07"	"58.32169"	"./Results/Model Fits/UNNA_no_Shrub_Cavit_model.txt"	"UNNA"	"no_Shrub_Cavit"
"109"	"14.4"	"0"	"1e+07"	"8706.9"	"10000"	"27.32999"	"14.96845"	"0"	"1e+07"	"80"	"171.727"	"0"	"1e+07"	"55.21703"	"./Results/Model Fits/CVNA_no_Shrub_DHeig_model.txt"	"CVNA"	"no_Shrub_DHeig"
"110"	"15.2"	"0"	"1e+07"	"1e-05"	"997.2572"	"60"	"50.74894"	"0"	"1e+07"	"1e-05"	"59.66103"	"0"	"1e+07"	"47.10809"	"./Results/Model Fits/GENA_no_Shrub_DHeig_model.txt"	"GENA"	"no_Shrub_DHeig"
"111"	"8.8"	"0"	"1e+07"	"1e-05"	"804.1565"	"1e-05"	"19.08334"	"0"	"1e+07"	"19.49495"	"27.26887"	"0"	"1e+07"	"25.06182"	"./Results/Model Fits/GRFA_no_Shrub_DHeig_model.txt"	"GRFA"	"no_Shrub_DHeig"
"112"	"18.24452"	"0"	"1e+07"	"1.249832e-05"	"458.8983"	"0.07403197"	"13.50202"	"0"	"1e+07"	"12.04197"	"7.625892"	"0"	"1e+07"	"98.88682"	"./Results/Model Fits/GRNA_no_Shrub_DHeig_model.txt"	"GRNA"	"no_Shrub_DHeig"
"113"	"16.8"	"0"	"1e+07"	"1e-05"	"1932.983"	"60"	"57.78466"	"0"	"1e+07"	"37.24153"	"152.2705"	"0"	"1e+07"	"11.25035"	"./Results/Model Fits/OVFA_no_Shrub_DHeig_model.txt"	"OVFA"	"no_Shrub_DHeig"
"114"	"14.4"	"0"	"1e+07"	"9268.946"	"9999.179"	"60"	"48.91894"	"0"	"1e+07"	"1e-05"	"68.87812"	"0"	"1e+07"	"33.08299"	"./Results/Model Fits/OVNA_no_Shrub_DHeig_model.txt"	"OVNA"	"no_Shrub_DHeig"
"115"	"16"	"0"	"1e+07"	"7291.74"	"10000"	"27.37842"	"14.17219"	"0"	"1e+07"	"79.16744"	"278.171"	"0"	"1e+07"	"86.04323"	"./Results/Model Fits/SPEA_no_Shrub_DHeig_model.txt"	"SPEA"	"no_Shrub_DHeig"
"116"	"24"	"0"	"1e+07"	"1e-05"	"1945.929"	"59.84327"	"83.2881"	"0"	"1e+07"	"26.32267"	"103.7881"	"0"	"1e+07"	"47.72069"	"./Results/Model Fits/TOTA_no_Shrub_DHeig_model.txt"	"TOTA"	"no_Shrub_DHeig"
"117"	"4.8"	"0"	"1e+07"	"7566.244"	"9938.937"	"28.45871"	"10.64186"	"0"	"1e+07"	"80"	"123.4966"	"0"	"1e+07"	"84.19017"	"./Results/Model Fits/TRFA_no_Shrub_DHeig_model.txt"	"TRFA"	"no_Shrub_DHeig"
"118"	"11.00118"	"0"	"1e+07"	"301.1865"	"78.93203"	"16.0604"	"7.393759"	"0"	"1e+07"	"36.25354"	"19.39636"	"0"	"1e+07"	"66.5388"	"./Results/Model Fits/UBIA_no_Shrub_DHeig_model.txt"	"UBIA"	"no_Shrub_DHeig"
"119"	"6.4"	"0"	"1e+07"	"10000"	"6982.527"	"0.05194219"	"36.31461"	"0"	"1e+07"	"0.03827933"	"75.14432"	"0"	"1e+07"	"78.60911"	"./Results/Model Fits/UNFA_no_Shrub_DHeig_model.txt"	"UNFA"	"no_Shrub_DHeig"
"120"	"7.2"	"0"	"1e+07"	"10000"	"7024.018"	"3.546235e-05"	"42.1277"	"0"	"1e+07"	"0.003541288"	"67.10003"	"0"	"1e+07"	"29.35582"	"./Results/Model Fits/UNNA_no_Shrub_DHeig_model.txt"	"UNNA"	"no_Shrub_DHeig"
"121"	"14.4"	"0"	"1e+07"	"767.9326"	"1286.092"	"0"	"1e+07"	"28.66958"	"18.10542"	"80"	"131.0724"	"0"	"1e+06"	"82.69677"	"./Results/Model Fits/CVNA_no_Shrub_Quadr_model.txt"	"CVNA"	"no_Shrub_Quadr"
"122"	"15.2"	"0"	"1e+07"	"8823.108"	"10000"	"0"	"1e+07"	"1e-05"	"20.07609"	"1.000001e-05"	"64.92098"	"0"	"1e+06"	"88.89608"	"./Results/Model Fits/GENA_no_Shrub_Quadr_model.txt"	"GENA"	"no_Shrub_Quadr"
"123"	"8.8"	"0"	"1e+07"	"9999.989"	"9999.793"	"0"	"1e+07"	"1e-05"	"12.05208"	"1e-05"	"37.05309"	"0"	"1e+06"	"12.08727"	"./Results/Model Fits/GRFA_no_Shrub_Quadr_model.txt"	"GRFA"	"no_Shrub_Quadr"
"124"	"14.43681"	"0"	"1e+07"	"1e-05"	"542.1938"	"0"	"1e+07"	"0.0007291936"	"7.925028"	"10.55708"	"7.361494"	"0"	"1e+06"	"99.72738"	"./Results/Model Fits/GRNA_no_Shrub_Quadr_model.txt"	"GRNA"	"no_Shrub_Quadr"
"125"	"18.16244"	"0"	"1e+07"	"0.03476599"	"1654.352"	"0"	"1e+07"	"30"	"22.8912"	"70.84059"	"288.3946"	"0"	"1e+06"	"63.03828"	"./Results/Model Fits/OVFA_no_Shrub_Quadr_model.txt"	"OVFA"	"no_Shrub_Quadr"
"126"	"14.4"	"0"	"1e+07"	"1e-05"	"1096.385"	"0"	"1e+07"	"30"	"17.40666"	"0.0005549864"	"98.13952"	"0"	"1e+06"	"55.98544"	"./Results/Model Fits/OVNA_no_Shrub_Quadr_model.txt"	"OVNA"	"no_Shrub_Quadr"
"127"	"21.02415"	"0"	"1e+07"	"492.2455"	"1701.387"	"0"	"1e+07"	"30"	"15.65098"	"80"	"166.6788"	"0"	"1e+06"	"52.40475"	"./Results/Model Fits/SPEA_no_Shrub_Quadr_model.txt"	"SPEA"	"no_Shrub_Quadr"
"128"	"28.21901"	"0"	"1e+07"	"1.028321e-05"	"1648.864"	"0"	"1e+07"	"30"	"23.45097"	"8.149789"	"165.9682"	"0"	"1e+06"	"72.49039"	"./Results/Model Fits/TOTA_no_Shrub_Quadr_model.txt"	"TOTA"	"no_Shrub_Quadr"
"129"	"6.890846"	"0"	"1e+07"	"1e-05"	"1905.872"	"0"	"1e+07"	"23.00211"	"7.905584"	"80"	"95.11641"	"0"	"1e+06"	"49.18991"	"./Results/Model Fits/TRFA_no_Shrub_Quadr_model.txt"	"TRFA"	"no_Shrub_Quadr"
"130"	"5.78928"	"0"	"1e+07"	"301.5933"	"80.03424"	"0"	"1e+07"	"11.03202"	"2.271634"	"12.11797"	"10.82367"	"0"	"1e+06"	"90.13668"	"./Results/Model Fits/UBIA_no_Shrub_Quadr_model.txt"	"UBIA"	"no_Shrub_Quadr"
"131"	"6.4"	"0"	"1e+07"	"10000"	"6654.251"	"0"	"1e+07"	"0.7260739"	"31.25223"	"1.000006e-05"	"65.16409"	"0"	"1e+06"	"84.93751"	"./Results/Model Fits/UNFA_no_Shrub_Quadr_model.txt"	"UNFA"	"no_Shrub_Quadr"
"132"	"7.200307"	"0"	"1e+07"	"9999.926"	"7265.139"	"0"	"1e+07"	"30"	"27.06968"	"1.000058e-05"	"54.32739"	"0"	"1e+06"	"67.32276"	"./Results/Model Fits/UNNA_no_Shrub_Quadr_model.txt"	"UNNA"	"no_Shrub_Quadr"
"133"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"25.85561"	"21.2233"	"30"	"20.03949"	"80"	"129.5551"	"0"	"1e+07"	"32.66374"	"./Results/Model Fits/CVNA_no_Shrub_Densi_model.txt"	"CVNA"	"no_Shrub_Densi"
"134"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"60"	"58.37234"	"1e-05"	"16.67757"	"1e-05"	"61.10631"	"0"	"1e+07"	"55.39372"	"./Results/Model Fits/GENA_no_Shrub_Densi_model.txt"	"GENA"	"no_Shrub_Densi"
"135"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"54.46117"	"1e-05"	"10.66619"	"1.000049e-05"	"33.38069"	"0"	"1e+07"	"0.3735837"	"./Results/Model Fits/GRFA_no_Shrub_Densi_model.txt"	"GRFA"	"no_Shrub_Densi"
"136"	"7.311907"	"0"	"1e+07"	"0"	"1e+07"	"1.301496e-05"	"19.22337"	"0.0008283968"	"9.826462"	"14.15849"	"20.79582"	"0"	"1e+07"	"37.7833"	"./Results/Model Fits/GRNA_no_Shrub_Densi_model.txt"	"GRNA"	"no_Shrub_Densi"
"137"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"67.28868"	"30"	"30.69438"	"1.000085e-05"	"165.9696"	"0"	"1e+07"	"70.87607"	"./Results/Model Fits/OVFA_no_Shrub_Densi_model.txt"	"OVFA"	"no_Shrub_Densi"
"138"	"14.40001"	"0"	"1e+07"	"0"	"1e+07"	"60"	"37.17478"	"1e-05"	"26.79392"	"1e-05"	"63.57648"	"0"	"1e+07"	"98.71"	"./Results/Model Fits/OVNA_no_Shrub_Densi_model.txt"	"OVNA"	"no_Shrub_Densi"
"139"	"18.29312"	"0"	"1e+07"	"0"	"1e+07"	"26.53053"	"24.19676"	"30"	"17.53035"	"80"	"231.6691"	"0"	"1e+07"	"44.28597"	"./Results/Model Fits/SPEA_no_Shrub_Densi_model.txt"	"SPEA"	"no_Shrub_Densi"
"140"	"24"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"133.7062"	"30"	"28.0449"	"1e-05"	"143.4867"	"0"	"1e+07"	"19.36479"	"./Results/Model Fits/TOTA_no_Shrub_Densi_model.txt"	"TOTA"	"no_Shrub_Densi"
"141"	"8.145962"	"0"	"1e+07"	"0"	"1e+07"	"31.05785"	"20.19926"	"30"	"11.98025"	"80"	"114.1895"	"0"	"1e+07"	"33.61527"	"./Results/Model Fits/TRFA_no_Shrub_Densi_model.txt"	"TRFA"	"no_Shrub_Densi"
"142"	"15.6806"	"0"	"1e+07"	"0"	"1e+07"	"23.4395"	"5.169419"	"7.870551"	"3.534469"	"8.070146"	"1.421005"	"0"	"1e+07"	"63.99714"	"./Results/Model Fits/UBIA_no_Shrub_Densi_model.txt"	"UBIA"	"no_Shrub_Densi"
"143"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0.000710007"	"21.81759"	"30"	"15.89688"	"0.09236802"	"70.68844"	"0"	"1e+07"	"6.446398"	"./Results/Model Fits/UNFA_no_Shrub_Densi_model.txt"	"UNFA"	"no_Shrub_Densi"
"144"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"24.28168"	"29.99983"	"15.28914"	"1.297937e-05"	"63.48045"	"0"	"1e+07"	"85.46102"	"./Results/Model Fits/UNNA_no_Shrub_Densi_model.txt"	"UNNA"	"no_Shrub_Densi"
"145"	"14.4"	"0"	"1e+07"	"8892.542"	"9999.965"	"27.83631"	"15.79275"	"0"	"1e+07"	"0"	"1e+07"	"0.00550832"	"146.8176"	"3.134932"	"./Results/Model Fits/CVNA_no_Cavit_DHeig_model.txt"	"CVNA"	"no_Cavit_DHeig"
"146"	"15.2"	"0"	"1e+07"	"9087.089"	"10000"	"1e-05"	"35.65092"	"0"	"1e+07"	"0"	"1e+07"	"68.59643"	"96.01853"	"9.330958"	"./Results/Model Fits/GENA_no_Cavit_DHeig_model.txt"	"GENA"	"no_Cavit_DHeig"
"147"	"8.800737"	"0"	"1e+07"	"9991.533"	"9999.969"	"1.000024e-05"	"18.98537"	"0"	"1e+07"	"0"	"1e+07"	"62.57638"	"72.04632"	"21.92935"	"./Results/Model Fits/GRFA_no_Cavit_DHeig_model.txt"	"GRFA"	"no_Cavit_DHeig"
"148"	"7.2"	"0"	"1e+07"	"1.000035e-05"	"637.2561"	"1.000025e-05"	"14.88127"	"0"	"1e+07"	"0"	"1e+07"	"99.97508"	"163.7892"	"29.532"	"./Results/Model Fits/GRNA_no_Cavit_DHeig_model.txt"	"GRNA"	"no_Cavit_DHeig"
"149"	"16.8"	"0"	"1e+07"	"0.006110175"	"1916.207"	"59.99921"	"62.859"	"0"	"1e+07"	"0"	"1e+07"	"1.3091e-05"	"167.0365"	"30.15974"	"./Results/Model Fits/OVFA_no_Cavit_DHeig_model.txt"	"OVFA"	"no_Cavit_DHeig"
"150"	"14.4"	"0"	"1e+07"	"10000"	"9999.564"	"59.99983"	"54.22304"	"0"	"1e+07"	"0"	"1e+07"	"99.99755"	"220.2094"	"42.48631"	"./Results/Model Fits/OVNA_no_Cavit_DHeig_model.txt"	"OVNA"	"no_Cavit_DHeig"
"151"	"16"	"0"	"1e+07"	"7255.579"	"9998.645"	"27.53109"	"14.69238"	"0"	"1e+07"	"0"	"1e+07"	"28.93616"	"110.3427"	"13.06954"	"./Results/Model Fits/SPEA_no_Cavit_DHeig_model.txt"	"SPEA"	"no_Cavit_DHeig"
"152"	"24"	"0"	"1e+07"	"1e-05"	"1932.702"	"60"	"89.24586"	"0"	"1e+07"	"0"	"1e+07"	"10.26158"	"180.9231"	"3.084806"	"./Results/Model Fits/TOTA_no_Cavit_DHeig_model.txt"	"TOTA"	"no_Cavit_DHeig"
"153"	"4.833256"	"0"	"1e+07"	"9020.406"	"9987.378"	"28.51466"	"10.42263"	"0"	"1e+07"	"0"	"1e+07"	"4.197567"	"201.8677"	"91.73356"	"./Results/Model Fits/TRFA_no_Cavit_DHeig_model.txt"	"TRFA"	"no_Cavit_DHeig"
"154"	"17.99953"	"0"	"1e+07"	"252.0285"	"44.76673"	"18.10199"	"3.822223"	"0"	"1e+07"	"0"	"1e+07"	"0.02192536"	"26.4731"	"58.63018"	"./Results/Model Fits/UBIA_no_Cavit_DHeig_model.txt"	"UBIA"	"no_Cavit_DHeig"
"155"	"6.4"	"0"	"1e+07"	"9999.301"	"7346.613"	"0.001614174"	"42.84961"	"0"	"1e+07"	"0"	"1e+07"	"58.79172"	"47.20367"	"78.03149"	"./Results/Model Fits/UNFA_no_Cavit_DHeig_model.txt"	"UNFA"	"no_Cavit_DHeig"
"156"	"7.2"	"0"	"1e+07"	"10000"	"7580.54"	"0.1876115"	"46.91737"	"0"	"1e+07"	"0"	"1e+07"	"60.74934"	"45.97652"	"74.38314"	"./Results/Model Fits/UNNA_no_Cavit_DHeig_model.txt"	"UNNA"	"no_Cavit_DHeig"
"157"	"14.4"	"0"	"1e+07"	"810.3758"	"1056.749"	"0"	"1e+07"	"30"	"18.93576"	"0"	"1e+07"	"1.000121e-05"	"126.2792"	"87.21991"	"./Results/Model Fits/CVNA_no_Cavit_Quadr_model.txt"	"CVNA"	"no_Cavit_Quadr"
"158"	"15.2"	"0"	"1e+07"	"8515.243"	"10000"	"0"	"1e+07"	"1e-05"	"19.21159"	"0"	"1e+07"	"62.66689"	"92.74843"	"50.46822"	"./Results/Model Fits/GENA_no_Cavit_Quadr_model.txt"	"GENA"	"no_Cavit_Quadr"
"159"	"8.800167"	"0"	"1e+07"	"9543.429"	"9999.782"	"0"	"1e+07"	"1e-05"	"10.96956"	"0"	"1e+07"	"56.4204"	"85.48835"	"70.53182"	"./Results/Model Fits/GRFA_no_Cavit_Quadr_model.txt"	"GRFA"	"no_Cavit_Quadr"
"160"	"7.201092"	"0"	"1e+07"	"1e-05"	"681.2887"	"0"	"1e+07"	"1e-05"	"8.555904"	"0"	"1e+07"	"99.82355"	"138.9927"	"91.89772"	"./Results/Model Fits/GRNA_no_Cavit_Quadr_model.txt"	"GRNA"	"no_Cavit_Quadr"
"161"	"18.09339"	"0"	"1e+07"	"1e-05"	"1651.167"	"0"	"1e+07"	"30"	"23.6273"	"0"	"1e+07"	"1e-05"	"200.6395"	"1.580713"	"./Results/Model Fits/OVFA_no_Cavit_Quadr_model.txt"	"OVFA"	"no_Cavit_Quadr"
"162"	"14.4"	"0"	"1e+07"	"1.000109e-05"	"1063.226"	"0"	"1e+07"	"30"	"17.47748"	"0"	"1e+07"	"99.99974"	"343.8266"	"7.136181"	"./Results/Model Fits/OVNA_no_Cavit_Quadr_model.txt"	"OVNA"	"no_Cavit_Quadr"
"163"	"19.84867"	"0"	"1e+07"	"635.4259"	"1438.194"	"0"	"1e+07"	"30"	"15.94425"	"0"	"1e+07"	"4.41778"	"166.6126"	"5.973932"	"./Results/Model Fits/SPEA_no_Cavit_Quadr_model.txt"	"SPEA"	"no_Cavit_Quadr"
"164"	"28.2021"	"0"	"1e+07"	"1e-05"	"1627.413"	"0"	"1e+07"	"30"	"24.02056"	"0"	"1e+07"	"7.088907"	"272.3773"	"0.3277946"	"./Results/Model Fits/TOTA_no_Cavit_Quadr_model.txt"	"TOTA"	"no_Cavit_Quadr"
"165"	"5.595288"	"0"	"1e+07"	"1e-05"	"2017.992"	"0"	"1e+07"	"23.05797"	"7.894817"	"0"	"1e+07"	"0.03076711"	"308.6805"	"1.77856"	"./Results/Model Fits/TRFA_no_Cavit_Quadr_model.txt"	"TRFA"	"no_Cavit_Quadr"
"166"	"17.99888"	"0"	"1e+07"	"259.4662"	"15.73418"	"0"	"1e+07"	"11.46271"	"1.465075"	"0"	"1e+07"	"41.31694"	"923.6326"	"88.40195"	"./Results/Model Fits/UBIA_no_Cavit_Quadr_model.txt"	"UBIA"	"no_Cavit_Quadr"
"167"	"6.404668"	"0"	"1e+07"	"10000"	"6857.163"	"0"	"1e+07"	"0.1485206"	"63.94683"	"0"	"1e+07"	"59.41449"	"46.75239"	"75.91372"	"./Results/Model Fits/UNFA_no_Cavit_Quadr_model.txt"	"UNFA"	"no_Cavit_Quadr"
"168"	"7.2"	"0"	"1e+07"	"1.00033e-05"	"1138.556"	"0"	"1e+07"	"29.99636"	"14.05873"	"0"	"1e+07"	"67.79735"	"54.07318"	"99.29898"	"./Results/Model Fits/UNNA_no_Cavit_Quadr_model.txt"	"UNNA"	"no_Cavit_Quadr"
"169"	"14.40001"	"0"	"1e+07"	"0"	"1e+07"	"52.93925"	"54.03118"	"30"	"21.53597"	"0"	"1e+07"	"0.01235629"	"149.0845"	"98.75835"	"./Results/Model Fits/CVNA_no_Cavit_Densi_model.txt"	"CVNA"	"no_Cavit_Densi"
"170"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"60"	"63.47216"	"1e-05"	"16.39966"	"0"	"1e+07"	"99.99751"	"151.4419"	"2.730984"	"./Results/Model Fits/GENA_no_Cavit_Densi_model.txt"	"GENA"	"no_Cavit_Densi"
"171"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"21.96595"	"1e-05"	"12.25538"	"0"	"1e+07"	"46.8601"	"60.72483"	"42.36748"	"./Results/Model Fits/GRFA_no_Cavit_Densi_model.txt"	"GRFA"	"no_Cavit_Densi"
"172"	"7.205856"	"0"	"1e+07"	"0"	"1e+07"	"0.1762099"	"17.36328"	"1.000008e-05"	"10.19754"	"0"	"1e+07"	"55.83053"	"62.12131"	"35.29717"	"./Results/Model Fits/GRNA_no_Cavit_Densi_model.txt"	"GRNA"	"no_Cavit_Densi"
"173"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"69.52966"	"30"	"31.75382"	"0"	"1e+07"	"0.0009406719"	"212.6209"	"2.913812"	"./Results/Model Fits/OVFA_no_Cavit_Densi_model.txt"	"OVFA"	"no_Cavit_Densi"
"174"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"47.37121"	"30"	"20.69336"	"0"	"1e+07"	"100"	"143.5559"	"96.99007"	"./Results/Model Fits/OVNA_no_Cavit_Densi_model.txt"	"OVNA"	"no_Cavit_Densi"
"175"	"17.70458"	"0"	"1e+07"	"0"	"1e+07"	"26.75727"	"24.4865"	"30"	"17.93256"	"0"	"1e+07"	"29.43004"	"128.1588"	"10.04826"	"./Results/Model Fits/SPEA_no_Cavit_Densi_model.txt"	"SPEA"	"no_Cavit_Densi"
"176"	"24"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"106.7233"	"30"	"29.5948"	"0"	"1e+07"	"44.52923"	"124.2485"	"12.76081"	"./Results/Model Fits/TOTA_no_Cavit_Densi_model.txt"	"TOTA"	"no_Cavit_Densi"
"177"	"7.224873"	"0"	"1e+07"	"0"	"1e+07"	"32.85615"	"21.81291"	"29.36812"	"11.36282"	"0"	"1e+07"	"18.30853"	"423.9371"	"61.0854"	"./Results/Model Fits/TRFA_no_Cavit_Densi_model.txt"	"TRFA"	"no_Cavit_Densi"
"178"	"15.06265"	"0"	"1e+07"	"0"	"1e+07"	"15.40062"	"1.520735"	"7.001619"	"3.147948"	"0"	"1e+07"	"37.08809"	"4.995476"	"35.9589"	"./Results/Model Fits/UBIA_no_Cavit_Densi_model.txt"	"UBIA"	"no_Cavit_Densi"
"179"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0.01502328"	"23.9823"	"29.99997"	"16.5506"	"0"	"1e+07"	"62.04393"	"50.36752"	"79.10926"	"./Results/Model Fits/UNFA_no_Cavit_Densi_model.txt"	"UNFA"	"no_Cavit_Densi"
"180"	"7.20034"	"0"	"1e+07"	"0"	"1e+07"	"1.000239e-05"	"27.03581"	"30"	"16.21801"	"0"	"1e+07"	"63.33093"	"48.82252"	"17.39091"	"./Results/Model Fits/UNNA_no_Cavit_Densi_model.txt"	"UNNA"	"no_Cavit_Densi"
"181"	"14.4"	"0"	"1e+07"	"7284.14"	"9233.147"	"0"	"1e+07"	"0"	"1e+07"	"73.31882"	"103.5966"	"0.0001072039"	"123.488"	"35.67988"	"./Results/Model Fits/CVNA_no_DHeig_Quadr_model.txt"	"CVNA"	"no_DHeig_Quadr"
"182"	"15.2"	"0"	"1e+07"	"9999.974"	"9609.346"	"0"	"1e+07"	"0"	"1e+07"	"1.098491e-05"	"59.55035"	"99.99999"	"140.568"	"42.86779"	"./Results/Model Fits/GENA_no_DHeig_Quadr_model.txt"	"GENA"	"no_DHeig_Quadr"
"183"	"8.8"	"0"	"1e+07"	"1.017825e-05"	"586.9375"	"0"	"1e+07"	"0"	"1e+07"	"8.541302"	"8.671224"	"100"	"83.41435"	"1.285013"	"./Results/Model Fits/GRFA_no_DHeig_Quadr_model.txt"	"GRFA"	"no_DHeig_Quadr"
"184"	"7.200005"	"0"	"1e+07"	"10000"	"6002.109"	"0"	"1e+07"	"0"	"1e+07"	"1.020169e-05"	"22.37144"	"99.99988"	"85.03611"	"99.05759"	"./Results/Model Fits/GRNA_no_DHeig_Quadr_model.txt"	"GRNA"	"no_DHeig_Quadr"
"185"	"16.8"	"0"	"1e+07"	"7809.916"	"10000"	"0"	"1e+07"	"0"	"1e+07"	"0.6707907"	"217.7439"	"0.004465664"	"162.2354"	"37.13279"	"./Results/Model Fits/OVFA_no_DHeig_Quadr_model.txt"	"OVFA"	"no_DHeig_Quadr"
"186"	"14.4"	"0"	"1e+07"	"9999.852"	"8247.379"	"0"	"1e+07"	"0"	"1e+07"	"1.62016e-05"	"76.63343"	"41.90607"	"108.923"	"26.74803"	"./Results/Model Fits/OVNA_no_DHeig_Quadr_model.txt"	"OVNA"	"no_DHeig_Quadr"
"187"	"16.00001"	"0"	"1e+07"	"4064.552"	"5956.033"	"0"	"1e+07"	"0"	"1e+07"	"80"	"120.3467"	"16.68533"	"110.5336"	"70.34312"	"./Results/Model Fits/SPEA_no_DHeig_Quadr_model.txt"	"SPEA"	"no_DHeig_Quadr"
"188"	"24"	"0"	"1e+07"	"1.013666e-05"	"1743.431"	"0"	"1e+07"	"0"	"1e+07"	"34.79916"	"78.43596"	"1e-05"	"169.3087"	"19.88812"	"./Results/Model Fits/TOTA_no_DHeig_Quadr_model.txt"	"TOTA"	"no_DHeig_Quadr"
"189"	"4.8"	"0"	"1e+07"	"875.3117"	"859.6013"	"0"	"1e+07"	"0"	"1e+07"	"79.98403"	"72.27153"	"1.000068e-05"	"103.4905"	"56.77552"	"./Results/Model Fits/TRFA_no_DHeig_Quadr_model.txt"	"TRFA"	"no_DHeig_Quadr"
"190"	"16.02246"	"0"	"1e+07"	"253.5049"	"14.35658"	"0"	"1e+07"	"0"	"1e+07"	"17.61862"	"10.56882"	"1.725"	"34.32776"	"99.73606"	"./Results/Model Fits/UBIA_no_DHeig_Quadr_model.txt"	"UBIA"	"no_DHeig_Quadr"
