CODI ESTRUCTURA Especie ALT COPA PIVI DRMA DEMA LUAR ANTR PRMO TROG ERRU PHOC TUTO TUME TUPH TUVI SYBO SYAT PHBO PHCO REGU REIG AECA PACR PAAT PAMA SIEU CEFA CEBR GAGL FRCO SECI LOCU PYRA EMCA G_m2_ha ALCDOM PEUSMHA CAVPIC CAVTOTAL RECHERB p_G_fina p_N_fina p_G_median p_N_median p_G_gruesa p_N_gruesa Dfina Dmedia Dgruesa DT SD_maderaFMG RECARBUSTIU ESTAQUES TOTR TOTA GENR GENA SPER SPEA UBIR UBIA GRER GREA GRIR GRIA EXCR EXCA PARR PARA SOTR SOTA EDGR EDGA CORR CORA INHR INHA SUTR SUTA
LESFM53.1 FM Uncinata 1927.476953 0 0 0 1 0 0 0 0 1 0 0 0 2 1 0 0 0 0 2 0 0 1 4 0 1 0 1 0 0 2 0 0 0 71.8 16 403.19 9 23 43 30.09270654 62.10070384 41.17647059 27.55820249 28.73082287 10.34109367 1147 509 191 1847 486.8442598 11 21 10 16 3 4 7 12 0 0 3 3 2 2 1 1 2 5 1 1 4 6 1 1 5 9 3 3
LESFM91.1 FM Uncinata 2030.520957 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 4 0 0 0 1 0 1 0 0 0 0 52.6 16.3 167.11 0.8 4 43 27.4388893 62.4813154 38.76744701 26.15844544 33.79366369 11.36023916 836 350 152 1338 351.960225 10 56 8 12 2 2 6 10 0 0 2 3 1 1 1 2 2 5 1 1 2 2 1 1 5 9 2 2
LESFM91.2 FM Uncinata 2053.182991 0 0 0 2 0 0 0 0 0 0 1 0 2 1 0 0 0 0 3 0 0 1 4 0 1 0 1 0 2 0 0 0 0 54.1 16.4 71.62 9 11 61 15.7332337 45.80712788 26.79245283 24.9475891 57.47431347 29.24528302 437 238 279 954 105.0761629 24 64 10 18 3 4 7 14 0 0 3 4 2 2 1 2 2 5 0 0 3 4 1 1 6 13 3 3
LESFM96.3 FM Uncinata 2098.70948 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 5 0 0 0 2 0 3 0 0 0 0 58.4 15.5 103.45 0.89 4.45 10 24.77932326 54.65703971 43.58031296 33.86281588 31.64036378 11.4801444 757 469 159 1385 299.0674394 39 8 7 15 2 4 5 11 0 0 2 3 1 2 1 1 2 6 0 0 1 1 1 1 5 13 2 3
LESTD91.3 TD Uncinata 2017.85311 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 4 0 1 0 3 0 2 1 1 0 0 24.1 16.5 10.61 14 17.95 50 19.36183893 54.79704797 42.0270053 33.39483395 38.61115576 11.80811808 297 181 64 542 116.5003577 5 0 10 18 3 4 7 14 0 0 3 6 2 4 1 2 2 6 1 1 2 2 1 2 7 14 3 6
LESTD91.4 TD Uncinata 1989.35567 0 0 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 8 0 0 0 1 0 2 0 2 1 0 26 17.9 31.83 15 21 52 27.64443098 70.33158813 14.78004089 11.16928447 57.57552813 18.4991274 403 64 106 573 184.7944804 15 11 10 22 3 5 7 17 0 0 2 3 1 1 1 2 2 9 1 1 3 4 1 1 6 17 2 2
LESTF01.1 TF Uncinata 2166.606951 0 0 0 1 0 1 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 5 0 0 0 2 0 3 2 1 0 0 23.9 13.2 53.05 3 3 52 48.49310676 81.04712042 33.29592818 14.45026178 18.21096505 4.502617801 774 138 43 955 397.4673991 42 21 11 21 4 9 6 11 1 1 2 3 1 2 1 1 2 6 1 1 4 7 1 1 6 13 2 3
LESTF1 TF Uncinata 2122.837344 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 3 3 0 0 0 2 0 6 0 0 0 0 13.5 13.1 10.61 7 18 78 77.24039829 92.17603912 22.75960171 7.82396088 0 0 754 64 0 818 418.0733588 26 42 7 17 2 7 5 10 0 0 2 3 1 2 1 1 2 6 0 0 1 1 1 3 5 13 2 5
MERTD26.1 TD Uncinata 2018.912846 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 5 0 0 0 1 0 4 1 2 0 2 10.1 12.6 0 1 1 53 54.22626788 90.08849558 14.4157533 4.247787611 31.35797882 5.663716814 509 24 32 565 277.7342855 42 16 11 21 5 8 5 11 1 2 2 2 1 1 1 1 1 5 1 1 5 6 0 0 6 15 1 1
MERTD27.1 TD Uncinata 1759.386481 0 0 0 2 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 1 4 0 0 0 2 0 6 2 3 1 0 16.6 14.9 21.22 0.9 6.5 63 3.81898719 11.9133574 77.40931402 76.53429603 18.77169879 11.55234657 33 212 32 277 103.6355795 27 0 10 25 4 12 6 13 0 0 2 4 1 2 1 2 2 5 1 1 4 7 1 1 5 17 2 3
MONFM44.1 FM Uncinata 1705.162735 1 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 4 5 0 0 0 2 0 3 0 0 1 0 46.7 16.3 95.49 3 17 67 18.92328733 44.79392625 44.01342783 37.96095445 37.06328484 17.24511931 413 350 159 922 132.2661458 2 0 10 22 3 7 7 15 0 0 3 4 1 2 2 2 2 9 1 3 3 5 2 5 5 12 2 6
MONFM87.1 FM Uncinata 1814.579296 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 2 0 0 3 5 0 1 0 1 0 7 0 0 0 0 43.7 16.7 137.93 1.7 3.4 85 17.33533861 45.84717608 39.7531738 34.10852713 42.91148759 20.04429679 414 308 181 903 116.6576187 6 21 9 23 3 10 6 13 0 0 3 3 2 2 1 1 2 8 1 2 2 3 1 3 6 17 3 5
MONFM88.1 FM Uncinata 1802.910692 0 0 0 1 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 2 6 0 0 0 1 0 3 0 0 0 0 36.2 16.7 53.05 2.8 14 66 15.01609647 37.7675841 41.15785453 40.21406728 43.826049 22.01834862 247 263 144 654 64.58327957 55 0 7 18 2 6 5 12 0 0 2 2 1 1 1 1 2 8 1 3 2 5 1 2 4 11 2 3
MONFM88.2 FM Uncinata 1778.595098 0 0 0 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 2 0 3 4 0 0 0 2 0 2 0 0 0 0 38.9 16.1 159.15 3 3 79 29.13735087 55.71575695 50.95849903 36.869207 19.9041501 7.415036045 541 358 72 971 236.3775229 7 21 8 19 3 6 5 13 0 0 2 4 1 2 1 2 2 7 1 3 2 4 1 3 5 12 2 5
MONTD88.3 TD Uncinata 1707.263045 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 2 5 0 0 0 2 0 3 0 1 0 0 29.7 14.7 10.61 0 0 68 13.76602984 33.2781457 67.18136613 57.94701987 19.05260403 8.774834437 201 350 53 604 148.5002806 12 0 8 17 2 4 6 13 0 0 1 2 1 2 0 0 2 7 1 1 0 0 1 2 7 15 2 4
MONTD89.1 TD Uncinata 2103.119295 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 4 0 1 0 2 0 5 4 1 0 0 21.1 15.7 31.83 0 17.65 60 27.63132941 57.60869565 67.25772805 40.39855072 5.110942537 1.992753623 318 223 11 552 157.1718804 75 11 9 21 2 9 7 12 0 0 3 4 2 3 1 1 1 4 0 0 1 4 1 1 7 16 2 3
MONTF1 TF Uncinata 1997.232301 0 0 0 1 2 3 0 0 0 2 2 1 1 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 2 4 0 0 0 13 13.5 10.61 1 10 77 24.20574887 46.20938628 49.57639939 42.23826715 26.21785174 11.55234657 128 117 32 277 52.5388745 6 42 11 24 4 9 4 8 3 7 1 1 0 0 1 1 1 4 1 1 6 14 0 0 5 10 0 0
PLAFM13.2 FM Uncinata 1704.906513 0 0 0 1 0 1 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 0 2 0 2 0 0 0 0 39 15.8 10.61 4 10 68 17.23431498 36.15279673 56.02560819 50.75034106 26.74007682 13.09686221 265 372 96 733 139.155788 20 0 8 18 3 6 4 11 1 1 2 3 1 2 1 1 1 7 2 4 2 4 0 0 6 14 1 2
PLAFM9a.1 FM Uncinata 1510.176808 0 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 0 1 0 0 0 1 4 0 0 0 4 0 5 0 0 0 0 42.8 15.7 127.32 12 15 48 37.52748259 58.57385399 57.75925247 39.6434635 4.713264932 1.782682513 690 467 21 1178 340.6381267 46 32 9 21 4 10 5 11 0 0 2 5 1 4 1 1 2 5 3 5 2 4 1 1 6 16 2 5
PLATF16c.1 TF Uncinata 1594.323673 0 0 0 0 0 0 2 0 3 0 1 1 0 4 0 0 0 0 0 0 0 0 6 0 0 0 0 0 2 1 0 1 0 13 15.1 0 5 5 62 72.47083149 92.55813953 19.56874908 6.162790698 7.960419436 1.279069767 796 53 11 860 441.5952143 67 0 9 21 7 14 2 7 0 0 0 0 0 0 0 0 1 6 2 4 6 12 0 0 3 9 0 0
PLATF16c.2 TF Uncinata 1619.903057 0 0 0 1 0 0 2 0 2 0 2 1 0 0 0 1 2 0 0 0 0 2 5 0 0 0 0 1 2 0 0 0 1 14.2 13.6 0 2 2 55 75.33739084 94.09048938 17.53109288 4.893813481 7.131516274 1.015697138 1019 53 11 1083 570.2315319 53 0 12 22 6 10 5 11 1 1 1 1 0 0 1 1 2 7 3 4 5 9 2 3 5 10 1 2
PLATF18b1 TF Uncinata 1691.624275 0 0 1 1 0 0 0 1 3 0 0 0 0 1 0 0 0 0 0 0 0 1 6 0 0 0 0 1 3 0 0 1 0 13.9 14.6 42.44 0 3 72 28.9913625 49.85250737 63.49958206 46.90265487 7.509055447 3.244837758 169 159 11 339 88.47598544 18 0 10 19 5 9 5 10 0 0 2 2 0 0 2 2 2 7 2 4 3 5 3 3 4 11 1 1
RUBBV1 BV Uncinata 2076.600098 0 0 1 1 0 0 1 1 0 0 2 0 0 0 0 0 0 0 1 0 0 3 3 0 2 0 2 0 4 0 0 2 0 47.7 13.8 244.04 8 16 57 13.25433307 42.75037369 22.05119555 27.05530643 64.69447139 30.19431988 286 181 202 669 55.56077753 54 85 12 23 4 8 8 15 0 0 4 6 2 4 2 2 2 6 1 1 3 5 2 4 7 14 3 7
RUBFM1 FM Uncinata 1886.532174 1 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 2 0 3 0 0 2 0 40.2 16.8 53.05 2 4 20 12.36895258 44 33.40867558 31.71428571 54.22237184 24.28571429 308 222 170 700 69.69457176 61 11 11 16 6 8 5 8 0 0 2 3 1 2 1 1 2 3 3 3 4 5 1 1 6 10 2 3
RUBTD1 TD Uncinata 2047.842255 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 3 6 0 0 0 0 0 5 0 0 0 0 53.8 12.7 181.44 1 6 45 10.84589154 55.38720539 8.920910791 12.45791246 80.23319767 32.15488215 329 74 191 594 127.6440363 28.6 0 9 20 5 9 4 11 0 0 1 1 0 0 1 1 2 9 2 2 3 3 1 3 5 14 1 3
RUBTD2 TD Uncinata 2072.437779 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 2 7 0 0 0 1 0 5 1 0 0 0 20 13.8 90.72 1.9 11.6 38 26.33261258 74.48630137 25.45830591 14.55479452 48.20908151 10.95890411 435 85 64 584 208.3994562 67 0 11 22 6 10 4 11 1 1 2 2 1 1 1 1 2 9 2 2 5 5 1 2 5 15 2 3
RUBTF1 TF Uncinata 1994.229665 0 0 0 0 0 1 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 3 0 0 0 0 0 2 0 0 0 0 13.1 9.2 0 0 3 30 76.16261626 92.65927978 15.75157516 5.817174515 8.085808581 1.523545706 669 42 11 722 371.2712396 81 0 6 12 3 6 2 5 1 1 0 0 0 0 0 0 2 5 0 0 3 5 1 2 2 5 1 2
RUBTF2 TF Uncinata 1969.443365 0 0 0 2 0 1 3 0 0 0 4 0 0 2 0 0 0 0 1 0 0 0 4 0 0 0 0 0 7 1 0 0 2 7.1 8.7 0 5 10 65 51.94805195 76.47058824 48.05194805 23.52941176 0 0 208 64 0 272 106.5332499 58 0 10 27 5 17 3 7 2 3 1 2 0 0 1 2 1 4 0 0 6 13 0 0 4 14 0 0
RUBTF3 TF Uncinata 2007.773571 0 0 0 0 0 2 2 0 1 0 1 1 0 0 0 0 0 0 1 0 0 2 3 0 0 0 0 1 4 1 0 0 2 2.9 7.2 10.61 0 1 67 61.18598383 90.85714286 38.81401617 9.142857143 0 0 159 16 0 175 87.54617829 27 0 12 21 7 11 3 6 2 4 0 0 0 0 0 0 2 5 2 2 6 9 2 3 4 9 1 2
RUBTFF2 TF Uncinata 2068.552368 0 0 0 1 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5 0 0 0 0 0 3 1 0 0 0 3.1 8.9 0 7 24 53 39.68983343 69.56521739 60.31016657 30.43478261 0 0 96 42 0 138 48.12483766 61 11 7 18 3 7 3 8 1 3 1 1 0 0 1 1 2 7 0 0 3 7 1 2 3 9 1 2
RUBTFF3 TF Uncinata 2058.119546 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 5 0 0 0 1 0 3 0 3 0 0 14.1 8.6 21.22 1 3 57 68.60729069 93.80022962 12.29803712 3.673938002 19.09467219 2.525832377 817 32 22 871 456.1341177 96 11 10 19 5 7 4 11 1 1 1 1 1 1 0 0 2 7 1 1 5 5 1 2 4 12 2 3
SOCTD1 TD Uncinata 2113.097191 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 6 0 0 0 0 1 4 1 0 0 0 34.3 12.3 169.76 1.94 11.64 38 24.61521177 55.32994924 51.7806988 39.08629442 23.60408943 5.583756345 436 308 44 788 199.8933049 73 0 8 17 4 7 4 10 0 0 1 1 0 0 1 1 2 8 0 0 2 2 2 3 4 12 1 2
SOCTD2 TD Uncinata 1808.842172 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 5 0 0 2 0 0 4 2 3 0 0 17.8 15.2 116.71 0 26 45 35.59969442 63.30275229 39.60493288 26.83486239 24.79537269 9.862385321 276 117 43 436 119.0560092 59 32 10 24 2 6 6 15 2 3 2 4 1 2 1 2 2 7 0 0 3 5 1 2 6 17 2 4
TREFM1 FM Uncinata 2088.706504 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 2 0 3 0 0 0 0 56.1 15.1 74.27 2.9 12.6 60 9.714245446 30.14789534 37.60262147 42.20705347 52.68313308 27.64505119 265 371 243 879 68.43975453 37 21 8 17 3 5 5 12 0 0 3 4 1 2 2 2 2 8 0 0 2 2 2 3 4 12 2 4
TREFM2 FM Uncinata 2061.744034 0 0 1 2 0 0 2 0 0 0 1 1 0 1 0 0 0 0 2 0 0 2 3 0 1 0 1 0 4 0 0 1 0 64.6 18.3 498.68 0.9 4.5 68 17.4322981 47.24612737 35.50622044 34.25129088 47.06148146 18.50258176 549 398 215 1162 167.2552939 74 53 13 22 5 9 8 13 0 0 4 5 2 2 2 3 2 5 1 1 4 5 2 3 7 14 3 4
TRETF1 TF Uncinata 1816.413566 1 0 0 0 0 1 3 0 2 1 2 1 0 2 0 1 0 0 0 0 0 2 4 0 0 0 0 0 4 0 0 0 1 3.9 8.8 7.96 0 0 43 100 100 0 0 0 0 270 0 0 270 155.8845727 45 0 13 25 7 15 3 7 3 3 0 0 0 0 0 0 2 6 3 4 8 13 1 2 4 10 1 2
TRETF2 TF Uncinata 1917.684523 0 0 0 1 0 3 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 3 0 0 0 2 12.8 8.9 10.61 2 7 45 79.94854722 93.5128519 20.05145278 6.487148103 0 0 764 53 0 817 426.6196589 101 0 8 20 3 7 2 7 3 6 1 1 0 0 1 1 1 6 1 1 5 10 0 0 3 10 0 0
URUFM57.1 FM Uncinata 1614.53298 0 1 0 1 0 0 0 0 4 0 1 0 0 0 0 4 0 1 2 0 0 1 8 0 0 0 3 0 4 0 0 0 0 31.2 16.2 10.61 4 4 72 20.83620204 44.80337079 57.33241535 46.20786517 21.83138261 8.988764045 319 329 64 712 150.1943186 72 11 11 30 3 9 7 20 1 1 3 5 1 3 2 2 2 9 2 8 4 7 1 1 6 22 2 4
URUTD15.1 TD Uncinata 1869.105216 2 1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0 3 0 0 2 3 0 0 0 2 0 5 0 1 2 0 35.7 17.9 0 7 22 67 12.13052859 49.09090909 23.88888889 24.62809917 63.98058252 26.28099174 297 149 159 605 82.71235297 60 11 17 29 6 11 9 16 2 2 4 5 1 2 3 3 2 5 1 1 9 11 2 3 6 15 2 4
URUTD15.2 TD Uncinata 1720.641265 1 0 0 1 0 0 0 1 3 0 1 1 0 2 0 1 0 0 0 0 0 1 4 0 0 0 1 0 5 5 3 0 0 24.2 16.1 21.22 2 18 73 13.43759974 40.05376344 23.45196297 22.84946237 63.11043728 37.09677419 149 85 138 372 34.21987726 13 85 14 30 8 19 6 11 0 0 2 2 1 1 1 1 2 5 4 6 5 12 1 1 8 17 2 2
URUTD43.1 TD Uncinata 1655.096799 0 0 0 1 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 1 6 0 0 0 2 1 5 0 0 0 0 23 14.9 0 0 3 58 33.98041864 70.5963939 41.44159352 22.05270458 24.57798785 7.350901526 509 159 53 721 238.6322135 40 11 8 20 4 10 4 10 0 0 2 3 1 2 1 1 2 7 1 3 2 4 2 2 4 14 2 3
URUTD58.1 TD Uncinata 1792.424918 1 0 0 1 0 0 0 0 2 0 1 0 0 1 1 0 0 0 1 1 0 1 4 0 0 0 0 0 5 0 0 2 0 26.6 15.6 0 0 0 60 14.44713479 41.63701068 50.7300609 43.41637011 34.82280431 14.94661922 234 244 84 562 89.6288644 80 21 12 21 5 10 7 11 0 0 1 1 0 0 1 1 2 5 2 3 6 8 1 1 5 12 1 1
URUTD60.1 TD Uncinata 1583.513084 2 1 0 2 0 0 0 0 1 0 1 1 0 0 0 0 0 1 2 0 0 3 6 0 1 0 2 0 5 0 0 0 0 33 15.7 63.66 14 17 74 29.43611278 61.32858837 45.41691662 30.13048636 25.14697061 8.540925267 517 254 72 843 223.725278 28 80 13 28 5 10 7 17 1 1 4 6 2 3 2 3 2 9 2 2 5 6 1 3 7 19 3 6
URUTD65.1 TD Uncinata 1714.918779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 0 1 2 3 0 0 1 0 13.2 14 0.3 0 3 90 53.125447 76.55310621 46.874553 23.44689379 0 0 382 117 0 499 195.7200381 47 0 6 18 2 5 4 13 0 0 1 1 1 1 0 0 1 10 1 1 1 1 1 2 4 15 1 1
URUTD67.1 TD Uncinata 1891.418751 1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 7 0 0 0 1 0 2 4 0 1 0 10.8 12 0 1 3 63 60.11365654 81.7987152 39.88634346 18.2012848 0 0 382 85 0 467 200.5650352 9 11 12 22 6 10 6 12 0 0 2 2 1 1 1 1 2 8 2 2 5 8 1 1 6 13 2 2
URUTD67.2 TD Uncinata 1891.418751 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 2 5 0 0 0 0 0 3 0 0 0 0 15.1 11.5 0 1 7 50 70.34612964 89.18575064 29.65387036 10.81424936 0 0 701 85 0 786 382.5532643 11 11 8 18 2 5 5 12 1 1 2 2 0 0 2 2 2 7 1 2 2 3 1 2 5 13 1 2
VIRBV1 BV Uncinata 1906.579956 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 1 0 1 0 3 0 0 0 0 50.5 14.5 137.93 7 12 48.33 14.99038092 45.93716143 36.35629088 33.36944745 48.6533282 20.69339112 424 308 191 923 116.5003577 87.33 0 7 12 2 4 5 8 0 0 4 4 2 2 2 2 1 4 0 0 1 1 1 1 5 10 2 2
VIRFM1 FM Uncinata 2006.985687 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 1 0 5 0 3 0 0 44.9 16.3 148.54 10 44 10 17.3059881 47.64573991 37.00890408 30.94170404 45.68510782 21.41255605 425 276 191 892 118.449708 64 21 6 20 2 6 4 14 0 0 2 3 1 1 1 2 1 8 1 1 1 1 0 0 5 19 1 1
VIRFM2 FM Uncinata 2106.638378 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 1 0 5 0 0 0 0 43.7 16.4 84.88 0 29 25 17.61827833 47.2611465 35.16270482 31.08280255 47.21901685 21.65605096 371 244 170 785 101.6579231 52 0 5 13 1 5 4 8 0 0 2 2 1 1 1 1 2 6 0 0 0 0 1 3 4 10 2 4
VIRFM3 FM Uncinata 1980.037073 0 0 0 2 0 0 0 0 1 0 1 0 0 2 0 0 0 0 1 0 0 4 4 0 0 1 1 2 3 3 0 0 0 43.4 16.4 137.93 6 38 53 23.37070621 48.32826748 54.04475812 41.94528875 22.58453567 9.726443769 477 414 96 987 204.227814 72 0 12 25 6 12 6 13 0 0 3 4 2 2 1 2 2 8 1 1 4 7 2 6 6 12 3 6
VIRTF1 TF Uncinata 1864.513145 0 0 0 0 0 1 1 0 2 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 0 1 0 7.2 7.1 0 0 2 28 83.55795148 96.42857143 16.44204852 3.571428571 0 0 594 22 0 616 336.7749001 113 11 9 12 5 8 3 3 1 1 0 0 0 0 0 0 0 0 1 2 6 8 0 0 3 4 0 0
VIRTF2 TF Uncinata 1949.461112 0 0 0 1 0 3 3 0 3 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 4.1 8.6 0 0 4 27 88.54643898 97.59299781 11.45356102 2.407002188 0 0 446 11 0 457 254.3822583 62 11 8 17 5 12 1 1 2 4 1 1 0 0 1 1 0 0 1 3 6 12 0 0 2 5 0 0
VIRTF3 TF Uncinata 1937.762603 0 0 0 1 0 3 1 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 1 0 3 4 0 0 2.6 7 0 1 1 22 79.68980798 93.56725146 20.31019202 6.432748538 0 0 160 11 0 171 89.37001734 57 11 10 21 5 9 4 9 1 3 1 1 0 0 1 1 2 4 1 2 5 11 2 2 3 8 1 1
VIRTF4 TF Uncinata 1874.273617 0 0 0 1 2 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 4 0 0 0 0 0 3 0 0 0 0 6.4 8.9 0 0 0 13 91.51234568 96.95290859 8.487654321 3.047091413 0 0 350 11 0 361 198.9731975 69 0 8 15 3 5 3 6 2 4 1 1 0 0 1 1 2 5 1 1 4 6 1 1 3 8 1 1
VIRTF5 TF Uncinata 1856.132943 1 0 0 1 1 0 0 0 2 0 1 1 0 1 0 0 0 0 1 0 0 2 3 0 0 0 0 0 3 1 2 0 0 13.1 9.4 10.61 0 9 40 78.14606742 94.11764706 21.85393258 5.882352941 0 0 848 53 0 901 475.0329813 87 11 13 20 7 10 5 9 1 1 1 1 0 0 1 1 2 5 2 3 6 7 1 2 6 11 1 2
